ingredient,AIC,Artusi,total_usage,artusi_freq,aic_freq,freq_diff
samphire (salicornia),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salted pantelleria caper,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
saltpeter,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
salted àola,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
calf's head,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salted selargius caper,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
campidanese sausage,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
candied and pitted sour cherry,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
candied black melon,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salted pork rib,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salted pork lardon,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
sardinian gnocchetti,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sardinian partridge,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
caciocavallo or primo sale cheese,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
stewing hare meat,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
savòr dolce,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
bucatini (or spaghetti),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
savory pie crust,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
buffalo ricotta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
savor (or mostarda di cremona),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
savor,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
bunch of herb,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
savoiardi,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
savignano mostarda,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
saury pike,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sauerkraut (sour cabbage),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
béchamel sauce (from recipe #137),0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
sauce/gravy,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
sauce no. 4,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
sauce from recipe no. 124,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
béchamel sauce no. 137,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
cabbage leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sardinian spiny artichoke top,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cabernet wine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salted pork belly,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
candied citron or pumpkin,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
catalogna chicory,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
rye breadcrumb,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
salamanna grape,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
salama da sugo,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salad burnet,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
caraway seeds (kümmel),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
carnic bean,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
carrot stalk,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
cascigni,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
rônséle (tender poppy plants),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
castrato,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
castrato lamb,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
candied olives with fennel and bay leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
rutabaga,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
rum or sassolino liqueur,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
rum essence,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
castrato lamb or mutton,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
royal perch fillet,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
royal perch,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
royal icing,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
catalogna,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
rositi mushroom,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salame,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
capunti pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cappello del prete (beef shoulder clod),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cappelletti filling from recipe #7,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
canned pea,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salted curd,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
canned tuna,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cannolicchi (ditalini) pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salted cheese,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cannolicchi or conchigliette pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cannonau wine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salted almond,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
caperozoli,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
capitone eel head and tail,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
capon giblet,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salsiccia or soppressata,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
capon meat,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
capon or hen,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salmon trout,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salicylic acid,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
salamino,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salami or sausage,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
salamelle mantovane,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
stewing beef,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
suckling veal cutlet,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
stewing veal,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
stoccafisso,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
assorted seasonal vegetable,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
vov liqueur,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
volpina or kaiser pear,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
vitalba shoot,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
autumn fruit,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
vinsanto,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
azarole,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
vineyard snail,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
vinegar or marsala wine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
baby cuttlefish,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
baby eel,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
vin santo wine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
baccalà (soaked stockfish),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
villa santa maria punch,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
vignaiola snail,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
baccalà ragno (stockfish),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
verzino sausage,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
very salty sheep's milk curd (merca),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
very ripe apricot,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
very lean pork pulp,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
very firm polenta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
assorted fruit preserf,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
assorted fish,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
aspic jelly,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
aromatic herbs for roasting,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white bean of rotonda,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
aromatic herb bouquet,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
aromatic herb powder,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
whisky,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
"aromatic herbs (basil, parsley, nepitella)",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
"aromatic herbs (parsley, sage, rosemary, thyme)",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
"aromatic herbs (sage, rosemary, bay leaf)",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wheat kernel,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wheat flour wafer,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
aromatic liqueur (fumetto),0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
aspic broth,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
well-aged venison loin,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
well-aged beef fillet,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
weever fish,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
aromatic reduction,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
"aromatics (onion, celery, carrot, parsley)",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wattle,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
watermelon pulp,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
watermelon,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
watercress,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
very fine durum wheat semolina,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
backstrip,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
bagna cauda,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal or beef,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
bay leaf sprig,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal round (girello),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal round,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal pulp (round or topside),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
bechamel sauce,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal or pork trotter,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal or beef spleen,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
veal or beef roast,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
veal or beef cutlet,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
veal offal (strigolo/castagnetta),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
batuda (soured whole milk),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal offal,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal neck,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal musetto,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal muscle stew meat,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal medallion,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal meat,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal marrow,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
"beef (knee, shin, foot)",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal loin steak,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
bavette pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
batter from recipe no. 156,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
vermouth,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal udder or spleen,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
baked black olive,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
vermentino wine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
verjuice,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
baking wafer,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ventricina,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veneto sopressa,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
balilla rice or other originario rice,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
balsamella sauce,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
banana,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
barbera d’asti wine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
batter (from recipe no. 156),0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
veal trotter and bone broth,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
basil pesto,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
basil sprig,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
basil stalk,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
bassano asparagus,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal testicle,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
batter (from recipe #156),0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
veal sweetbread,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal steak,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
aromatic,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
argentine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white chocolate,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
yellow mountain turnip,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
young calf's liver,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
young black-eyed pea,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
yellow-skinned quince,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
yellow pumpkin pulp,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
aged vernaccia di oristano,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
aged woodcock,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
agoni,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
agoni (whitefish),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ajucche (rampion),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
yeast starter,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
young chicken bust,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
almond and walnut,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
woodcock innard,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
woodcock gizzard,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
woodcock,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
wood pigeon,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
almond essence,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wine syrup or marsala,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
williams pear,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
almond or walnut,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
aged vernaccia di cabra,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
young cow loin chop,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
wild spinach leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
zampone di modena,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
zucchini shoot,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
zucchini pulp,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
abbacchio lamb,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
abbuoti,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
abruzzese punch,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ziti pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ziti,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
acacia and elderflower blossom,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
zander,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
zampone broth,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
adacciata,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
young turnip with leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
acacia honey,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
acidulated water,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
young peacock,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
young nettle tip,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
young nettle stalk,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
young goose,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
young goat meat ('bima'),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
young goat meat,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wild thistle,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wild spinach (good king henry),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white endive,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
anolini,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white zucchini,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white wine vinegar or lemon juice,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
angelshark,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
anise liqueur or grappa,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
anise sapa or sassolino liqueur,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white wafer,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
anisette,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
annit,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white tripe,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white risotto,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
whole almond,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white pumpkin,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
apple cider vinegar,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
apple ice cream,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white or rosé wine vinegar,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white mustard powder,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
arborio or carnaroli rice,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
arctic char,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white fava bean,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
white escarole,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
whitefish (lavarello),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
whole chicken,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
wild spinach,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wild chicory or turnip green,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
almond paste,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wild mint,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wild green,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wild fennel stalk,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
wild fennel leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wild fennel frond,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wild fennel flowers and leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
amaretto,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wild chicory plant,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
amaretto cookie,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
anelletti pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wild cardoon,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wild boar saddle,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ammonium bicarbonate,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ammonium carbonate,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wild boar loin,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
amoli,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
wide homemade tagliatelle,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
anchovy pulp,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
whole goose,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal loin,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
beef (lacerto/girello cut),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
veal knee,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sweetened olive,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
taglierini,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
tagliatelle dough,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
bitter orange,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
taggiasca olive,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
tacconcelli pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sùrici,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
swordfish belly,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
bitto,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sweetened white dried fig,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sweetened coffee,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
bitter armelline kernel,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
black and green olive,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sweetbreads and brain,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
black bread crouton,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sweet vin santo,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sweet romanesco pea,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sweet ripe white grape,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sweet ricotta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sweet pumpkin,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sweet potato,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
bitter olive,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
tarallo,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
sweet pear,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
tender turnip,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
thornback ray,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
thinly sliced beef,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
thin veal cutlet,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
thin turkey breast slice,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
thin spaghettini,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
thin prosciutto crudo slice,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
thick-skinned orange,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
thick spaghetti,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
teroldego wine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
tender fennel,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
tastasal paste,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
tender donkey meat,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
tender cardoon,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
bigoli pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
bird,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
bird (thrush),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
teal liver,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
teal gizzard,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
biscuit,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
biscuit or stale pinza,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
black bread slice,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
black cabbage,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
bigoli,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
strigoli,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
suckling calf's head,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
suckling calf's foot,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
black panforte,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
black spaghetti (whole wheat),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
